"Technology","Size","Model_year","Scenario","Simulation","Value","Unit"
"ICEV-G","Car",2032,"Default","No weight control",8.3586771879263,"L/100km"
"ICEV-G","Light truck",2032,"Default","No weight control",11.2018204700225,"L/100km"
"ICEV-G","Car",2033,"Default","No weight control",8.3721052666696,"L/100km"
"ICEV-G","Light truck",2033,"Default","No weight control",11.2152108037874,"L/100km"
"ICEV-G","Car",2034,"Default","No weight control",8.38553081213739,"L/100km"
"ICEV-G","Light truck",2034,"Default","No weight control",11.2285994994908,"L/100km"
"ICEV-G","Car",2035,"Default","No weight control",8.39895383890653,"L/100km"
"ICEV-G","Light truck",2035,"Default","No weight control",11.2419865642149,"L/100km"
"ICEV-G","Car",2036,"Default","No weight control",8.41237436141554,"L/100km"
"ICEV-G","Light truck",2036,"Default","No weight control",11.255372004992,"L/100km"
"ICEV-G","Car",2037,"Default","No weight control",8.42579239396647,"L/100km"
"ICEV-G","Light truck",2037,"Default","No weight control",11.2687558288043,"L/100km"
"ICEV-G","Car",2038,"Default","No weight control",8.43920795072668,"L/100km"
"ICEV-G","Light truck",2038,"Default","No weight control",11.2821380425848,"L/100km"
"ICEV-G","Car",2039,"Default","No weight control",8.45262104573061,"L/100km"
"ICEV-G","Light truck",2039,"Default","No weight control",11.2955186532176,"L/100km"
"ICEV-G","Car",2040,"Default","No weight control",8.46603169288153,"L/100km"
"ICEV-G","Light truck",2040,"Default","No weight control",11.3088976675384,"L/100km"
"ICEV-G","Car",2041,"Default","No weight control",8.47943990595324,"L/100km"
"ICEV-G","Light truck",2041,"Default","No weight control",11.322275092335,"L/100km"
"ICEV-G","Car",2042,"Default","No weight control",8.49284569859175,"L/100km"
"ICEV-G","Light truck",2042,"Default","No weight control",11.3356509343478,"L/100km"
"ICEV-G","Car",2043,"Default","No weight control",8.50624908431696,"L/100km"
"ICEV-G","Light truck",2043,"Default","No weight control",11.3490252002702,"L/100km"
"ICEV-G","Car",2044,"Default","No weight control",8.51965007652425,"L/100km"
"ICEV-G","Light truck",2044,"Default","No weight control",11.3623978967491,"L/100km"
"ICEV-G","Car",2045,"Default","No weight control",8.53304868848611,"L/100km"
"ICEV-G","Light truck",2045,"Default","No weight control",11.3757690303853,"L/100km"
"ICEV-G","Car",2046,"Default","No weight control",8.5464449333537,"L/100km"
"ICEV-G","Light truck",2046,"Default","No weight control",11.3891386077342,"L/100km"
"ICEV-G","Car",2047,"Default","No weight control",8.5598388241584,"L/100km"
"ICEV-G","Light truck",2047,"Default","No weight control",11.4025066353056,"L/100km"
"ICEV-G","Car",2048,"Default","No weight control",8.57323037381332,"L/100km"
"ICEV-G","Light truck",2048,"Default","No weight control",11.4158731195651,"L/100km"
"ICEV-G","Car",2049,"Default","No weight control",8.58661959511483,"L/100km"
"ICEV-G","Light truck",2049,"Default","No weight control",11.4292380669334,"L/100km"
"ICEV-G","Car",2050,"Default","No weight control",8.600006500744,"L/100km"
"ICEV-G","Light truck",2050,"Default","No weight control",11.4426014837878,"L/100km"
